,ISO Code,Region Name,Uncertainity bounds,1990.5,1995.5,2000.5,2005.5,2010.5,2015.5
331,,Mexico,Median,115008.0,86981.0,64086.0,46553.0,39580.0,31278.0
332,,Mexico,Upper,126469.0,96467.0,69126.0,47956.0,40319.0,35110.0
333,FSM,Micronesia (Federated States of),Lower,139.0,148.0,121.0,77.0,52.0,38.0
334,,Micronesia (Federated States of),Median,174.0,194.0,175.0,129.0,101.0,85.0
335,,Micronesia (Federated States of),Upper,216.0,256.0,255.0,219.0,198.0,196.0
336,MCO,Monaco,Lower,2.0,1.0,1.0,1.0,1.0,1.0
337,,Monaco,Median,2.0,1.0,1.0,1.0,1.0,2.0
338,,Monaco,Upper,2.0,1.0,1.0,2.0,1.0,2.0
339,MNG,Mongolia,Lower,7284.0,4022.0,2758.0,1818.0,1610.0,1147.0
340,,Mongolia,Median,7930.0,4398.0,3029.0,2053.0,1946.0,1581.0
341,,Mongolia,Upper,8649.0,4829.0,3340.0,2310.0,2333.0,2128.0
342,MNE,Montenegro,Lower,155.0,134.0,109.0,80.0,51.0,26.0
343,,Montenegro,Median,163.0,141.0,115.0,86.0,56.0,33.0
344,,Montenegro,Upper,173.0,149.0,121.0,91.0,61.0,41.0
345,MAR,Morocco,Lower,52151.0,41716.0,27996.0,21855.0,18952.0,14742.0
346,,Morocco,Median,55979.0,45067.0,30721.0,24433.0,22552.0,19759.0
347,,Morocco,Upper,59966.0,48587.0,33572.0,27140.0,26319.0,26341.0
348,MOZ,Mozambique,Lower,128367.0,139842.0,123732.0,107608.0,87433.0,63969.0
349,,Mozambique,Median,140492.0,152117.0,134506.0,117650.0,98980.0,82387.0
350,,Mozambique,Upper,154011.0,165955.0,146323.0,128912.0,112367.0,107098.0
351,MMR,Myanmar,Lower,109790.0,95100.0,86073.0,72383.0,49101.0,34744.0
352,,Myanmar,Median,120691.0,103524.0,93816.0,81345.0,59301.0,46284.0
353,,Myanmar,Upper,133542.0,113158.0,102647.0,91584.0,70972.0,61171.0
354,NAM,Namibia,Lower,3450.0,3558.0,3975.0,3774.0,2832.0,2402.0
355,,Namibia,Median,3771.0,3969.0,4372.0,4200.0,3393.0,3318.0
356,,Namibia,Upper,4126.0,4399.0,4838.0,4689.0,4108.0,4637.0
357,NRU,Nauru,Lower,6.0,7.0,6.0,6.0,4.0,3.0
358,,Nauru,Median,10.0,10.0,7.0,7.0,6.0,5.0
359,,Nauru,Upper,17.0,13.0,8.0,8.0,8.0,8.0
360,NPL,Nepal,Lower,91543.0,74543.0,57080.0,37797.0,24960.0,15553.0
361,,Nepal,Median,97907.0,79912.0,61512.0,41556.0,28848.0,19900.0
362,,Nepal,Upper,104739.0,85485.0,66171.0,45432.0,33413.0,25478.0
363,NLD,Netherlands,Lower,1548.0,1327.0,1170.0,1064.0,754.0,609.0
364,,Netherlands,Median,1572.0,1353.0,1196.0,1093.0,765.0,682.0
365,,Netherlands,Upper,1604.0,1382.0,1216.0,1110.0,793.0,760.0
366,NZL,New Zealand,Lower,634.0,497.0,388.0,373.0,395.0,287.0
367,,New Zealand,Median,653.0,511.0,401.0,385.0,410.0,342.0
368,,New Zealand,Upper,668.0,527.0,413.0,398.0,430.0,403.0
369,NIC,Nicaragua,Lower,9017.0,6967.0,4980.0,3481.0,2522.0,1624.0
370,,Nicaragua,Median,9790.0,7543.0,5511.0,4106.0,3405.0,2662.0
371,,Nicaragua,Upper,10608.0,8182.0,6078.0,4860.0,4742.0,4403.0
372,NER,Niger,Lower,123324.0,121460.0,116375.0,102577.0,81472.0,64838.0
373,,Niger,Median,132725.0,130757.0,125955.0,111741.0,94376.0,87967.0
374,,Niger,Upper,143255.0,140652.0,137060.0,122223.0,109544.0,119424.0
375,NGA,Nigeria,Lower,788778.0,856620.0,866542.0,825999.0,715056.0,567259.0
376,,Nigeria,Median,848601.0,920421.0,929285.0,888926.0,811738.0,750111.0
377,,Nigeria,Upper,912292.0,986511.0,995160.0,957270.0,920791.0,980447.0
378,NIU,Niue,Lower,1.0,1.0,0.0,1.0,0.0,0.0
379,,Niue,Median,1.0,1.0,1.0,1.0,1.0,1.0
380,,Niue,Upper,1.0,1.0,1.0,2.0,1.0,2.0
381,NOR,Norway,Lower,491.0,334.0,272.0,218.0,196.0,138.0
382,,Norway,Median,510.0,348.0,287.0,227.0,204.0,160.0
383,,Norway,Upper,527.0,363.0,296.0,239.0,216.0,189.0
384,OMN,Oman,Lower,2366.0,1367.0,806.0,614.0,775.0,851.0
385,,Oman,Median,2701.0,1554.0,918.0,667.0,799.0,935.0
386,,Oman,Upper,3101.0,1766.0,1047.0,728.0,820.0,1020.0
387,PAK,Pakistan,Lower,570019.0,512690.0,474189.0,410215.0,421219.0,341020.0
388,,Pakistan,Median,592722.0,534584.0,496972.0,435282.0,470193.0,431568.0
389,,Pakistan,Upper,617769.0,557327.0,520506.0,463445.0,531204.0,551010.0
390,PLW,Palau,Lower,9.0,10.0,6.0,6.0,3.0,3.0
391,,Palau,Median,11.0,12.0,7.0,9.0,5.0,5.0
392,,Palau,Upper,13.0,14.0,8.0,11.0,7.0,9.0
393,PAN,Panama,Lower,1758.0,1619.0,1608.0,1254.0,1069.0,781.0
394,,Panama,Median,2005.0,1847.0,1883.0,1567.0,1489.0,1277.0
395,,Panama,Upper,2252.0,2075.0,2159.0,1931.0,2067.0,2084.0
396,PNG,Papua New Guinea,Lower,10961.0,11831.0,12307.0,11341.0,9658.0,7202.0
397,,Papua New Guinea,Median,12268.0,13383.0,14414.0,14171.0,13569.0,11963.0
398,,Papua New Guinea,Upper,13701.0,15115.0,16877.0,18106.0,19730.0,20438.0
399,PRY,Paraguay,Lower,5759.0,4935.0,4282.0,3093.0,2553.0,1755.0
400,,Paraguay,Median,6401.0,5591.0,4912.0,3735.0,3446.0,2780.0
401,,Paraguay,Upper,7103.0,6298.0,5677.0,4551.0,4666.0,4435.0
402,PER,Peru,Lower,49933.0,34819.0,22133.0,15534.0,11453.0,8431.0
403,,Peru,Median,52692.0,36910.0,23784.0,16867.0,12676.0,10483.0
404,,Peru,Upper,55640.0,39219.0,25482.0,18257.0,14136.0,13273.0
405,PHL,Philippines,Lower,110467.0,89108.0,83311.0,77951.0,62591.0,49421.0
406,,Philippines,Median,118360.0,95970.0,90148.0,85393.0,71913.0,65613.0
407,,Philippines,Upper,126465.0,103269.0,97287.0,93652.0,82586.0,86538.0
408,POL,Poland,Lower,9106.0,7259.0,3299.0,2691.0,2534.0,1697.0
409,,Poland,Median,9287.0,7419.0,3376.0,2760.0,2581.0,1917.0
410,,Poland,Upper,9516.0,7641.0,3446.0,2812.0,2658.0,2184.0
411,PRT,Portugal,Lower,1605.0,1078.0,755.0,512.0,360.0,258.0
412,,Portugal,Median,1634.0,1100.0,776.0,529.0,376.0,304.0
413,,Portugal,Upper,1674.0,1134.0,801.0,549.0,390.0,373.0
414,QAT,Qatar,Lower,187.0,142.0,140.0,135.0,152.0,204.0
415,,Qatar,Median,201.0,149.0,148.0,141.0,159.0,226.0
416,,Qatar,Upper,217.0,156.0,155.0,149.0,167.0,250.0
417,KOR,Republic of Korea,Lower,4045.0,4207.0,3219.0,2847.0,1989.0,1461.0
418,,Republic of Korea,Median,4100.0,4282.0,3275.0,2882.0,2019.0,1559.0
419,,Republic of Korea,Upper,4203.0,4370.0,3346.0,2955.0,2069.0,1712.0
420,MDA,Republic of Moldova,Lower,2448.0,1852.0,1225.0,692.0,702.0,486.0
421,,Republic of Moldova,Median,2863.0,2146.0,1490.0,837.0,807.0,687.0
422,,Republic of Moldova,Upper,3349.0,2502.0,1787.0,1070.0,962.0,1024.0
423,ROU,Romania,Lower,14540.0,5997.0,6898.0,4272.0,2954.0,1676.0
424,,Romania,Median,14811.0,6108.0,7019.0,4365.0,3010.0,1882.0
425,,Romania,Upper,15103.0,6234.0,7165.0,4442.0,3071.0,2120.0
426,RUS,Russian Federation,Lower,57705.0,30504.0,33032.0,25069.0,19133.0,15766.0
427,,Russian Federation,Median,58899.0,31203.0,33636.0,25573.0,19607.0,18542.0
428,,Russian Federation,Upper,60046.0,31789.0,34329.0,26045.0,20018.0,21624.0
429,RWA,Rwanda,Lower,47133.0,38454.0,55959.0,32910.0,20784.0,10113.0
430,,Rwanda,Median,50493.0,44301.0,60833.0,35747.0,23396.0,14207.0
431,,Rwanda,Upper,53945.0,51481.0,66295.0,38775.0,26327.0,20144.0
432,KNA,Saint Kitts and Nevis,Lower,24.0,19.0,17.0,12.0,10.0,7.0
433,,Saint Kitts and Nevis,Median,26.0,22.0,19.0,14.0,12.0,10.0
434,,Saint Kitts and Nevis,Upper,29.0,24.0,21.0,16.0,15.0,14.0
435,LCA,Saint Lucia,Lower,76.0,67.0,51.0,45.0,42.0,31.0
436,,Saint Lucia,Median,80.0,71.0,55.0,49.0,46.0,40.0
437,,Saint Lucia,Upper,86.0,76.0,59.0,53.0,51.0,52.0
438,VCT,Saint Vincent and the Grenadines,Lower,60.0,52.0,44.0,38.0,37.0,24.0
439,,Saint Vincent and the Grenadines,Median,65.0,56.0,48.0,41.0,41.0,30.0
440,,Saint Vincent and the Grenadines,Upper,70.0,60.0,52.0,45.0,45.0,38.0
441,WSM,Samoa,Lower,133.0,122.0,95.0,86.0,81.0,56.0
442,,Samoa,Median,153.0,139.0,111.0,103.0,103.0,80.0
443,,Samoa,Upper,175.0,157.0,127.0,122.0,124.0,109.0
444,SMR,San Marino,Lower,2.0,2.0,1.0,1.0,1.0,0.0
445,,San Marino,Median,3.0,3.0,1.0,1.0,1.0,1.0
446,,San Marino,Upper,4.0,3.0,2.0,2.0,2.0,2.0
447,STP,Sao Tome and Principe,Lower,446.0,431.0,384.0,309.0,222.0,172.0
448,,Sao Tome and Principe,Median,507.0,498.0,453.0,393.0,324.0,297.0
449,,Sao Tome and Principe,Upper,581.0,575.0,536.0,497.0,476.0,514.0
450,SAU,Saudi Arabia,Lower,20105.0,13576.0,11521.0,9199.0,7550.0,5382.0
451,,Saudi Arabia,Median,25049.0,16941.0,13110.0,10952.0,10644.0,9002.0
452,,Saudi Arabia,Upper,31151.0,20193.0,14840.0,12607.0,15644.0,16064.0
453,SEN,Senegal,Lower,41385.0,46214.0,47424.0,37469.0,27045.0,20005.0
454,,Senegal,Median,43760.0,48884.0,50600.0,40542.0,30940.0,27059.0
455,,Senegal,Upper,46217.0,51773.0,54210.0,43858.0,35503.0,36837.0
456,SRB,Serbia,Lower,4119.0,2453.0,1569.0,866.0,675.0,514.0
457,,Serbia,Median,4225.0,2511.0,1607.0,897.0,697.0,619.0
458,,Serbia,Upper,4326.0,2583.0,1645.0,921.0,722.0,735.0
459,SYC,Seychelles,Lower,24.0,21.0,18.0,22.0,22.0,18.0
460,,Seychelles,Median,27.0,23.0,20.0,25.0,24.0,23.0
461,,Seychelles,Upper,29.0,26.0,23.0,28.0,28.0,29.0
462,SLE,Sierra Leone,Lower,41771.0,38745.0,37534.0,38748.0,31914.0,21221.0
463,,Sierra Leone,Median,46005.0,42279.0,40915.0,42287.0,35436.0,26466.0
464,,Sierra Leone,Upper,50543.0,46231.0,44565.0,46324.0,39450.0,32399.0
465,SGP,Singapore,Lower,343.0,319.0,169.0,133.0,138.0,116.0
466,,Singapore,Median,358.0,337.0,180.0,140.0,145.0,145.0
467,,Singapore,Upper,371.0,350.0,188.0,151.0,157.0,179.0
468,SVK,Slovakia,Lower,1457.0,977.0,587.0,521.0,481.0,372.0
469,,Slovakia,Median,1486.0,1000.0,601.0,537.0,500.0,400.0
470,,Slovakia,Upper,1509.0,1017.0,617.0,548.0,514.0,435.0
471,SVN,Slovenia,Lower,236.0,129.0,96.0,71.0,67.0,49.0
472,,Slovenia,Median,246.0,135.0,101.0,76.0,72.0,57.0
473,,Slovenia,Upper,254.0,142.0,107.0,80.0,77.0,66.0
474,SLB,Solomon Islands,Lower,402.0,392.0,395.0,425.0,392.0,289.0
475,,Solomon Islands,Median,464.0,449.0,455.0,518.0,541.0,470.0
476,,Solomon Islands,Upper,537.0,520.0,527.0,633.0,741.0,770.0
477,SOM,Somalia,Lower,41576.0,38748.0,46982.0,50378.0,46085.0,34351.0
478,,Somalia,Median,50586.0,50032.0,60657.0,65149.0,67647.0,60537.0
479,,Somalia,Upper,63167.0,66665.0,80814.0,86953.0,103242.0,114876.0
480,ZAF,South Africa,Lower,55545.0,57148.0,77787.0,68172.0,55350.0,30551.0
481,,South Africa,Median,63994.0,64988.0,87878.0,80104.0,65444.0,41930.0
482,,South Africa,Upper,72704.0,74008.0,100838.0,94485.0,76758.0,56602.0
483,SSD,South Sudan,Lower,53580.0,43612.0,42669.0,35529.0,29916.0,24267.0
484,,South Sudan,Median,66316.0,53006.0,50775.0,43001.0,40857.0,39487.0
485,,South Sudan,Upper,80705.0,63663.0,60645.0,51638.0,54624.0,62737.0
486,ESP,Spain,Lower,4562.0,3193.0,2381.0,2610.0,2202.0,1290.0
487,,Spain,Median,4666.0,3282.0,2439.0,2679.0,2249.0,1566.0
488,,Spain,Upper,4770.0,3340.0,2490.0,2727.0,2311.0,1874.0
489,LKA,Sri Lanka,Lower,7097.0,7091.0,5368.0,5078.0,3788.0,2836.0
490,,Sri Lanka,Median,7241.0,7236.0,5464.0,5181.0,3912.0,3091.0
491,,Sri Lanka,Upper,7402.0,7367.0,5579.0,5306.0,4039.0,3339.0
492,PSE,State of Palestine,Lower,3771.0,3797.0,3241.0,2845.0,2721.0,2389.0
493,,State of Palestine,Median,4105.0,4113.0,3541.0,3156.0,3225.0,3145.0
494,,State of Palestine,Upper,4450.0,4463.0,3856.0,3508.0,3807.0,4200.0
495,SDN,Sudan,Lower,93064.0,105956.0,103048.0,96900.0,84398.0,71691.0
496,,Sudan,Median,100383.0,114898.0,112259.0,107515.0,97052.0,89488.0
497,,Sudan,Upper,108471.0,124955.0,122331.0,118526.0,111411.0,111175.0
498,SUR,Suriname,Lower,442.0,383.0,296.0,197.0,145.0,105.0
499,,Suriname,Median,523.0,455.0,373.0,289.0,251.0,209.0
500,,Suriname,Upper,621.0,544.0,478.0,431.0,436.0,422.0
501,SWZ,Swaziland,Lower,2329.0,2956.0,3921.0,4011.0,2667.0,1549.0
502,,Swaziland,Median,2731.0,3352.0,4366.0,4484.0,3182.0,2221.0
503,,Swaziland,Upper,3167.0,3796.0,4886.0,5023.0,3879.0,3184.0
504,SWE,Sweden,Lower,801.0,537.0,299.0,392.0,327.0,303.0
505,,Sweden,Median,822.0,556.0,310.0,408.0,345.0,343.0
506,,Sweden,Upper,849.0,578.0,322.0,421.0,354.0,394.0
507,CHE,Switzerland,Lower,602.0,533.0,419.0,353.0,347.0,288.0
508,,Switzerland,Median,622.0,553.0,430.0,367.0,361.0,334.0
509,,Switzerland,Upper,641.0,569.0,448.0,379.0,375.0,393.0
510,SYR,Syrian Arab Republic,Lower,15165.0,12069.0,11156.0,8075.0,6871.0,3977.0
511,,Syrian Arab Republic,Median,16548.0,13143.0,12162.0,8947.0,8078.0,5515.0
512,,Syrian Arab Republic,Upper,17970.0,14253.0,13195.0,9924.0,9680.0,7733.0
513,TJK,Tajikistan,Lower,21298.0,20803.0,15490.0,9623.0,9436.0,7506.0
514,,Tajikistan,Median,23658.0,23116.0,17821.0,11663.0,11822.0,11799.0
515,,Tajikistan,Upper,26279.0,25705.0,20550.0,14031.0,14871.0,19273.0
516,THA,Thailand,Lower,37298.0,26251.0,17635.0,12517.0,8360.0,5712.0
517,,Thailand,Median,40293.0,29375.0,20439.0,15459.0,11476.0,9173.0
518,,Thailand,Upper,43133.0,32032.0,23197.0,19151.0,16039.0,14963.0
519,MKD,The former Yugoslav Republic of Macedonia,Lower,1209.0,753.0,399.0,328.0,201.0,75.0
520,,The former Yugoslav Republic of Macedonia,Median,1257.0,782.0,417.0,343.0,215.0,135.0
521,,The former Yugoslav Republic of Macedonia,Upper,1301.0,810.0,437.0,362.0,229.0,203.0
522,TLS,Timor-Leste,Lower,4326.0,4721.0,3913.0,2404.0,1564.0,1800.0
523,,Timor-Leste,Median,4838.0,5186.0,4318.0,2728.0,1947.0,2642.0
524,,Timor-Leste,Upper,5428.0,5706.0,4763.0,3099.0,2392.0,3865.0
525,TGO,Togo,Lower,21043.0,20782.0,20483.0,20207.0,18854.0,16085.0
526,,Togo,Median,22724.0,22412.0,22124.0,22034.0,21161.0,19512.0
527,,Togo,Upper,24538.0,24206.0,23888.0,24002.0,23693.0,23570.0
528,TON,Tonga,Lower,48.0,48.0,37.0,39.0,36.0,27.0
529,,Tonga,Median,57.0,57.0,45.0,48.0,49.0,43.0
530,,Tonga,Upper,68.0,68.0,55.0,59.0,66.0,67.0
531,TTO,Trinidad and Tobago,Lower,586.0,493.0,394.0,353.0,272.0,190.0
532,,Trinidad and Tobago,Median,701.0,597.0,529.0,538.0,474.0,387.0
533,,Trinidad and Tobago,Upper,820.0,722.0,736.0,905.0,923.0,842.0
534,TUN,Tunisia,Lower,11069.0,7111.0,4620.0,3449.0,2905.0,2177.0
535,,Tunisia,Median,12615.0,8305.0,5394.0,3811.0,3199.0,2919.0
536,,Tunisia,Upper,14378.0,9607.0,6305.0,4226.0,3515.0,3929.0
537,TUR,Turkey,Lower,96704.0,69603.0,51121.0,32982.0,23613.0,17637.0
538,,Turkey,Median,103590.0,74972.0,55723.0,36060.0,24984.0,18936.0
539,,Turkey,Upper,111554.0,81413.0,61080.0,39434.0,26556.0,20301.0
540,TKM,Turkmenistan,Lower,10228.0,9529.0,6401.0,5957.0,3608.0,2917.0
541,,Turkmenistan,Median,11957.0,11053.0,7679.0,8359.0,6178.0,5868.0
542,,Turkmenistan,Upper,13895.0,12806.0,9183.0,11305.0,9969.0,11119.0
543,TUV,Tuvalu,Lower,12.0,11.0,11.0,7.0,5.0,3.0
544,,Tuvalu,Median,15.0,12.0,12.0,8.0,6.0,6.0
545,,Tuvalu,Upper,18.0,13.0,13.0,10.0,9.0,9.0
546,UGA,Uganda,Lower,141863.0,151193.0,149568.0,124251.0,92635.0,63133.0
547,,Uganda,Median,151343.0,161442.0,160254.0,134355.0,105540.0,85291.0
548,,Uganda,Upper,161742.0,172695.0,172103.0,144971.0,120093.0,116891.0
549,UKR,Ukraine,Lower,10925.0,9681.0,6819.0,5755.0,6369.0,3575.0
550,,Ukraine,Median,12203.0,10851.0,7543.0,6008.0,6588.0,3997.0
551,,Ukraine,Upper,13945.0,12404.0,8365.0,6218.0,6784.0,4446.0
552,ARE,United Arab Emirates,Lower,646.0,505.0,534.0,569.0,754.0,586.0
553,,United Arab Emirates,Median,761.0,572.0,563.0,583.0,773.0,661.0
554,,United Arab Emirates,Upper,890.0,654.0,600.0,603.0,794.0,753.0
555,GBR,United Kingdom,Lower,6996.0,5308.0,4437.0,4149.0,4407.0,2768.0
556,,United Kingdom,Median,7113.0,5409.0,4557.0,4207.0,4533.0,3235.0
557,,United Kingdom,Upper,7289.0,5523.0,4613.0,4315.0,4611.0,3834.0
558,TZA,United Republic of Tanzania,Lower,166376.0,180343.0,161035.0,130732.0,91028.0,67775.0
559,,United Republic of Tanzania,Median,177635.0,192567.0,173227.0,144612.0,111200.0,98180.0
560,,United Republic of Tanzania,Upper,189482.0,205838.0,186403.0,159257.0,135567.0,143051.0
561,USA,United States,Lower,42525.0,36657.0,31158.0,33002.0,29013.0,20834.0
562,,United States,Median,43143.0,37467.0,31515.0,33698.0,29940.0,24923.0
563,,United States,Upper,44101.0,37920.0,32219.0,34172.0,30726.0,29948.0
564,URY,Uruguay,Lower,1338.0,1157.0,869.0,718.0,596.0,437.0
565,,Uruguay,Median,1368.0,1182.0,890.0,737.0,614.0,487.0
566,,Uruguay,Upper,1395.0,1208.0,911.0,756.0,639.0,546.0
567,UZB,Uzbekistan,Lower,45456.0,37979.0,29821.0,20085.0,16928.0,12687.0
568,,Uzbekistan,Median,51689.0,43120.0,34947.0,29320.0,30123.0,26205.0
569,,Uzbekistan,Upper,58533.0,49095.0,41240.0,41581.0,51957.0,54880.0
570,VUT,Vanuatu,Lower,149.0,144.0,145.0,142.0,171.0,127.0
571,,Vanuatu,Median,177.0,171.0,170.0,170.0,219.0,189.0
572,,Vanuatu,Upper,209.0,202.0,200.0,204.0,282.0,281.0
573,VEN,Venezuela (Bolivarian Republic of),Lower,16853.0,14485.0,12307.0,10767.0,9448.0,7034.0
574,,Venezuela (Bolivarian Republic of),Median,17355.0,14777.0,12577.0,10980.0,9909.0,8946.0
575,,Venezuela (Bolivarian Republic of),Upper,17837.0,15053.0,12828.0,11200.0,10453.0,11522.0
576,VNM,Viet Nam,Lower,91230.0,71011.0,38942.0,40034.0,36989.0,32809.0
577,,Viet Nam,Median,98623.0,77187.0,43093.0,42642.0,38200.0,34191.0
578,,Viet Nam,Upper,107222.0,83556.0,46812.0,45715.0,39663.0,35780.0
579,YEM,Yemen,Lower,70096.0,72167.0,57563.0,48486.0,37156.0,26355.0
580,,Yemen,Median,74895.0,77473.0,62568.0,53525.0,42829.0,34351.0
581,,Yemen,Upper,80022.0,82877.0,67977.0,58791.0,49614.0,44841.0
582,ZMB,Zambia,Lower,65102.0,66285.0,67134.0,50999.0,41501.0,29918.0
583,,Zambia,Median,69664.0,70940.0,72287.0,55526.0,45817.0,38990.0
584,,Zambia,Upper,74505.0,75915.0,78080.0,60210.0,50685.0,49964.0
585,ZWE,Zimbabwe,Lower,26177.0,34295.0,38003.0,39274.0,38367.0,27178.0
586,,Zimbabwe,Median,28571.0,37324.0,41969.0,43479.0,43672.0,38087.0
587,,Zimbabwe,Upper,31032.0,40556.0,46220.0,48069.0,50203.0,53328.0
