,ISO Code,Region Name,Uncertainity bounds,2000.5,2001.5,2002.5,2003.5,2004.5,2005.5,2006.5,2007.5,2008.5,2009.5,2010.5,2011.5,2012.5,2013.5,2014.5,2015.5
105,CHN,China,Lower,551690.0,522889.0,490448.0,454271.0,417223.0,380819.0,346706.0,313317.0,283280.0,257229.0,236021.0,218150.0,201465.0,184896.0,168020.0,151856.0
106,,China,Median,585027.0,554286.0,519912.0,482382.0,443233.0,406101.0,370640.0,335768.0,303084.0,274052.0,251554.0,233813.0,219549.0,205470.0,193048.0,181574.0
107,,China,Upper,622283.0,589989.0,553951.0,512759.0,471364.0,431789.0,394618.0,356841.0,321714.0,292127.0,268529.0,250785.0,238600.0,230254.0,223449.0,216426.0
138,PRK,Democratic People's Republic of Korea,Lower,18596.0,15774.0,13438.0,11701.0,10522.0,9829.0,9496.0,9247.0,8933.0,8594.0,8272.0,7980.0,7774.0,7631.0,7467.0,7238.0
139,,Democratic People's Republic of Korea,Median,23970.0,20313.0,17294.0,15040.0,13495.0,12607.0,12177.0,11886.0,11469.0,11037.0,10613.0,10240.0,9966.0,9798.0,9577.0,9271.0
140,,Democratic People's Republic of Korea,Upper,31106.0,26306.0,22347.0,19418.0,17436.0,16276.0,15720.0,15309.0,14790.0,14227.0,13688.0,13199.0,12851.0,12607.0,12330.0,11947.0
255,JPN,Japan,Lower,5216.0,4945.0,4681.0,4438.0,4231.0,4055.0,3898.0,3762.0,3636.0,3516.0,3389.0,3599.0,3159.0,3035.0,2894.0,2731.0
256,,Japan,Median,5316.0,5037.0,4735.0,4542.0,4354.0,4080.0,3930.0,3805.0,3693.0,3580.0,3461.0,3670.0,3222.0,3094.0,2964.0,2834.0
257,,Japan,Upper,5420.0,5137.0,4863.0,4611.0,4389.0,4208.0,4045.0,3905.0,3780.0,3657.0,3535.0,3756.0,3294.0,3176.0,3081.0,3010.0
339,MNG,Mongolia,Lower,2758.0,2536.0,2310.0,2093.0,1927.0,1818.0,1761.0,1729.0,1707.0,1672.0,1610.0,1528.0,1437.0,1345.0,1250.0,1147.0
340,,Mongolia,Median,3029.0,2790.0,2547.0,2325.0,2158.0,2053.0,2006.0,1994.0,1997.0,1985.0,1946.0,1893.0,1826.0,1751.0,1673.0,1581.0
341,,Mongolia,Upper,3340.0,3079.0,2822.0,2584.0,2409.0,2310.0,2275.0,2283.0,2311.0,2333.0,2333.0,2313.0,2282.0,2230.0,2177.0,2128.0
417,KOR,Republic of Korea,Lower,3219.0,3187.0,3177.0,3136.0,3027.0,2847.0,2624.0,2419.0,2248.0,2104.0,1989.0,1901.0,1803.0,1692.0,1575.0,1461.0
418,,Republic of Korea,Median,3275.0,3241.0,3228.0,3218.0,3058.0,2882.0,2665.0,2445.0,2272.0,2145.0,2019.0,1954.0,1830.0,1748.0,1670.0,1559.0
419,,Republic of Korea,Upper,3346.0,3313.0,3304.0,3256.0,3144.0,2955.0,2724.0,2515.0,2336.0,2190.0,2069.0,1977.0,1885.0,1804.0,1743.0,1712.0
