,ISO Code,Region Name,Uncertainity bounds,1990.5,1995.5,2000.5,2005.5,2010.5,2015.5
105,CHN,China,Lower,49.6,44.8,34.9,22.5,14.7,9.0
106,,China,Median,53.8,47.5,36.9,24.0,15.7,10.7
107,,China,Upper,58.8,50.4,39.2,25.5,16.7,12.7
