,ISO Code,Region Name,Uncertainity bounds,2000.5,2001.5,2002.5,2003.5,2004.5,2005.5,2006.5,2007.5,2008.5,2009.5,2010.5,2011.5,2012.5,2013.5,2014.5,2015.5
21,ARM,Armenia,Lower,976.0,939.0,935.0,946.0,950.0,939.0,908.0,865.0,810.0,753.0,701.0,644.0,590.0,537.0,487.0,440.0
22,,Armenia,Median,1087.0,1054.0,1054.0,1069.0,1080.0,1073.0,1045.0,1001.0,944.0,887.0,831.0,779.0,723.0,671.0,620.0,577.0
23,,Armenia,Upper,1206.0,1166.0,1168.0,1189.0,1205.0,1204.0,1181.0,1140.0,1089.0,1037.0,988.0,935.0,886.0,841.0,796.0,753.0
30,AZE,Azerbaijan,Lower,8501.0,7521.0,6796.0,6301.0,5920.0,5631.0,5384.0,5148.0,4936.0,4741.0,4670.0,4708.0,4826.0,4876.0,4753.0,4461.0
31,,Azerbaijan,Median,9630.0,8618.0,7883.0,7379.0,7006.0,6737.0,6519.0,6329.0,6211.0,6200.0,6327.0,6611.0,6982.0,7296.0,7403.0,7206.0
32,,Azerbaijan,Upper,10913.0,9815.0,9048.0,8528.0,8192.0,7951.0,7778.0,7692.0,7732.0,7997.0,8524.0,9260.0,10200.0,11131.0,11776.0,11981.0
192,GEO,Georgia,Lower,1649.0,1518.0,1431.0,1370.0,1313.0,1254.0,1194.0,1131.0,1067.0,1000.0,934.0,867.0,794.0,715.0,638.0,566.0
193,,Georgia,Median,1863.0,1709.0,1603.0,1529.0,1460.0,1391.0,1323.0,1248.0,1173.0,1101.0,1026.0,955.0,877.0,801.0,734.0,673.0
194,,Georgia,Upper,2118.0,1938.0,1807.0,1700.0,1603.0,1513.0,1427.0,1344.0,1266.0,1191.0,1117.0,1050.0,988.0,936.0,888.0,844.0
261,KAZ,Kazakhstan,Lower,8509.0,8273.0,8240.0,8334.0,8487.0,8607.0,8648.0,8592.0,8406.0,8093.0,7681.0,7183.0,6602.0,5975.0,5371.0,4763.0
262,,Kazakhstan,Median,9335.0,9064.0,9054.0,9155.0,9285.0,9324.0,9255.0,9069.0,8785.0,8393.0,7944.0,7439.0,6970.0,6489.0,5994.0,5528.0
263,,Kazakhstan,Upper,10178.0,9916.0,9905.0,10019.0,10105.0,10084.0,9921.0,9604.0,9180.0,8697.0,8206.0,7734.0,7303.0,6947.0,6654.0,6409.0
540,TKM,Turkmenistan,Lower,6401.0,6224.0,6229.0,6289.0,6230.0,5957.0,5558.0,5018.0,4453.0,3961.0,3608.0,3395.0,3260.0,3177.0,3060.0,2917.0
541,,Turkmenistan,Median,7679.0,7582.0,7796.0,8141.0,8370.0,8359.0,8102.0,7631.0,7042.0,6519.0,6178.0,5984.0,5943.0,5954.0,5960.0,5868.0
542,,Turkmenistan,Upper,9183.0,9238.0,9725.0,10405.0,10997.0,11305.0,11304.0,11035.0,10567.0,10149.0,9969.0,10050.0,10314.0,10665.0,10966.0,11119.0
567,UZB,Uzbekistan,Lower,29821.0,27631.0,25333.0,23114.0,21380.0,20085.0,19134.0,18457.0,17975.0,17568.0,16928.0,16225.0,15445.0,14560.0,13658.0,12687.0
568,,Uzbekistan,Median,34947.0,33393.0,31943.0,30701.0,29807.0,29320.0,29268.0,29506.0,29887.0,30127.0,30123.0,29809.0,29248.0,28418.0,27362.0,26205.0
569,,Uzbekistan,Upper,41240.0,40461.0,40215.0,40135.0,40544.0,41581.0,43109.0,45169.0,47678.0,49966.0,51957.0,53737.0,54595.0,55024.0,55147.0,54880.0
