,ISO Code,Region Name,Uncertainity bounds,2000.5,2001.5,2002.5,2003.5,2004.5,2005.5,2006.5,2007.5,2008.5,2009.5,2010.5,2011.5,2012.5,2013.5,2014.5,2015.5
30,AZE,Azerbaijan,Lower,8501.0,7521.0,6796.0,6301.0,5920.0,5631.0,5384.0,5148.0,4936.0,4741.0,4670.0,4708.0,4826.0,4876.0,4753.0,4461.0
31,,Azerbaijan,Median,9630.0,8618.0,7883.0,7379.0,7006.0,6737.0,6519.0,6329.0,6211.0,6200.0,6327.0,6611.0,6982.0,7296.0,7403.0,7206.0
32,,Azerbaijan,Upper,10913.0,9815.0,9048.0,8528.0,8192.0,7951.0,7778.0,7692.0,7732.0,7997.0,8524.0,9260.0,10200.0,11131.0,11776.0,11981.0
132,CYP,Cyprus,Lower,78.0,71.0,65.0,60.0,56.0,53.0,51.0,49.0,47.0,45.0,43.0,41.0,37.0,34.0,30.0,27.0
133,,Cyprus,Median,84.0,75.0,70.0,65.0,61.0,57.0,56.0,53.0,52.0,49.0,47.0,45.0,43.0,40.0,38.0,35.0
134,,Cyprus,Upper,89.0,81.0,75.0,70.0,65.0,62.0,60.0,58.0,56.0,54.0,52.0,50.0,48.0,47.0,46.0,45.0
192,GEO,Georgia,Lower,1649.0,1518.0,1431.0,1370.0,1313.0,1254.0,1194.0,1131.0,1067.0,1000.0,934.0,867.0,794.0,715.0,638.0,566.0
193,,Georgia,Median,1863.0,1709.0,1603.0,1529.0,1460.0,1391.0,1323.0,1248.0,1173.0,1101.0,1026.0,955.0,877.0,801.0,734.0,673.0
194,,Georgia,Upper,2118.0,1938.0,1807.0,1700.0,1603.0,1513.0,1427.0,1344.0,1266.0,1191.0,1117.0,1050.0,988.0,936.0,888.0,844.0
240,IRQ,Iraq,Lower,33943.0,33811.0,33395.0,32897.0,32566.0,32442.0,32671.0,33063.0,33489.0,33766.0,33839.0,33485.0,32831.0,31894.0,30784.0,29452.0
241,,Iraq,Median,37178.0,37061.0,36750.0,36436.0,36186.0,36252.0,36712.0,37455.0,38340.0,39179.0,39743.0,39866.0,39808.0,39564.0,39102.0,38682.0
242,,Iraq,Upper,40768.0,40807.0,40578.0,40328.0,40324.0,40688.0,41531.0,42707.0,44047.0,45510.0,46766.0,47643.0,48307.0,48930.0,49844.0,50784.0
258,JOR,Jordan,Lower,3777.0,3645.0,3511.0,3393.0,3311.0,3272.0,3229.0,3219.0,3221.0,3214.0,3188.0,3161.0,3108.0,3022.0,2887.0,2707.0
259,,Jordan,Median,4103.0,3967.0,3845.0,3740.0,3674.0,3660.0,3642.0,3662.0,3719.0,3773.0,3788.0,3826.0,3845.0,3829.0,3786.0,3670.0
260,,Jordan,Upper,4469.0,4351.0,4230.0,4131.0,4082.0,4101.0,4117.0,4192.0,4306.0,4432.0,4534.0,4661.0,4795.0,4915.0,4976.0,4966.0
270,KWT,Kuwait,Lower,555.0,548.0,526.0,500.0,488.0,505.0,536.0,592.0,660.0,715.0,742.0,735.0,700.0,647.0,591.0,542.0
271,,Kuwait,Median,573.0,567.0,542.0,514.0,502.0,518.0,552.0,611.0,678.0,736.0,763.0,753.0,725.0,677.0,634.0,598.0
272,,Kuwait,Upper,588.0,582.0,558.0,529.0,518.0,535.0,567.0,627.0,698.0,757.0,783.0,778.0,749.0,710.0,676.0,656.0
282,LBN,Lebanon,Lower,1038.0,961.0,907.0,853.0,781.0,685.0,584.0,475.0,388.0,339.0,331.0,350.0,394.0,444.0,474.0,471.0
283,,Lebanon,Median,1226.0,1149.0,1096.0,1046.0,975.0,881.0,772.0,656.0,556.0,504.0,506.0,556.0,644.0,741.0,816.0,835.0
284,,Lebanon,Upper,1453.0,1377.0,1329.0,1287.0,1224.0,1134.0,1026.0,897.0,785.0,731.0,759.0,847.0,1009.0,1193.0,1347.0,1416.0
384,OMN,Oman,Lower,806.0,732.0,676.0,638.0,617.0,614.0,617.0,634.0,666.0,712.0,775.0,804.0,842.0,873.0,879.0,851.0
